"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"gene_chr"	"gene_start"	"gene_end"	"gene_strand"	"gene_length"	"gene_biotype"	"gene_description"
"ENSG00000006282"	2060.31563945209	0.349161113433364	0.0722586770718611	4.83209944580254	1.35100737098889e-06	3.93858203435533e-06	"SPATA20"	"17"	50543058	50555852	"+"	5337	"protein_coding"	"spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"ENSG00000006327"	3901.75661005761	0.462689018286086	0.141506445747513	3.26973810869119	0.0010764709676153	0.0022033567543632	"TNFRSF12A"	"16"	3018445	3022383	"+"	1848	"protein_coding"	"TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"ENSG00000006432"	592.539664714376	-0.477374321968594	0.0942043970194368	-5.06743142647682	4.03219690197726e-07	1.23249189628488e-06	"MAP3K9"	"14"	70722526	70809534	"-"	12386	"protein_coding"	"mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"ENSG00000006451"	1900.16464657922	0.328076887183266	0.0709777863072094	4.62224738544632	3.79604934446568e-06	1.06217575691633e-05	"RALA"	"7"	39623483	39708124	"+"	3665	"protein_coding"	"RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]"
"ENSG00000006453"	998.912997212398	-0.121714730518157	0.0718818843269221	-1.69326015390181	0.0904059590575326	0.130813137146452	"BAIAP2L1"	"7"	98291651	98401068	"-"	4798	"protein_coding"	"BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"ENSG00000006459"	347.106560144433	2.69273488723833	0.134997426149419	19.9465646423357	1.60547806720575e-88	7.48444684421008e-87	"KDM7A"	"7"	140084746	140177035	"-"	9430	"protein_coding"	"lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"ENSG00000006468"	391.623549110681	0.606295933877301	0.113214792468588	5.35527134447137	8.54281173914658e-08	2.77790352557664e-07	"ETV1"	"7"	13891228	13991425	"-"	9616	"protein_coding"	"ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"ENSG00000006530"	864.721071569571	-0.247833598028803	0.079944992641201	-3.10005154595608	0.0019348696707199	0.00380542508493415	"AGK"	"7"	141551189	141655244	"+"	10786	"protein_coding"	"acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"ENSG00000006534"	846.982748173714	-0.0381809674845879	0.0841150397231599	-0.453913683096975	0.649890954726603	0.713678524342499	"ALDH3B1"	"11"	68008578	68029282	"+"	6626	"protein_coding"	"aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"ENSG00000006576"	1083.80340187156	-0.766152551898444	0.0781180354585749	-9.80762697629187	1.04394628572749e-22	8.52445311020794e-22	"PHTF2"	"7"	77798792	77957503	"+"	8646	"protein_coding"	"putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]"
"ENSG00000006606"	14.7147348188116	-0.747548499024243	0.536868840567023	-1.39242295796997	0.163794356373804	0.220610434114393	"CCL26"	"7"	75769533	75789896	"-"	706	"protein_coding"	"C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"ENSG00000006607"	749.860129824846	-0.315038732336541	0.0811296076816545	-3.88315365178056	0.000103110364827907	0.000243252546007135	"FARP2"	"2"	241356243	241494841	"+"	14413	"protein_coding"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"
"ENSG00000006625"	477.953294044672	-0.117518020759319	0.105237725459772	-1.11669099883997	0.264126467801634	0.334594991819856	"GGCT"	"7"	30496621	30504844	"-"	1597	"protein_coding"	"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
"ENSG00000006634"	819.451698618256	-0.281113838174232	0.0870910812405465	-3.22781430853744	0.00124739919383384	0.00253099303586649	"DBF4"	"7"	87876216	87909541	"+"	4583	"protein_coding"	"DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]"
"ENSG00000006638"	104.1364312743	-1.44516618330983	0.213743655265382	-6.76121207675395	1.36842040902297e-11	6.02684785926407e-11	"TBXA2R"	"19"	3594506	3606840	"-"	2793	"protein_coding"	"thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]"
"ENSG00000006652"	1290.43830736649	-0.17714861606012	0.0768539522320494	-2.30500333314343	0.0211663867409875	0.0351001071061067	"IFRD1"	"7"	112422968	112481017	"+"	7489	"protein_coding"	"interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]"
"ENSG00000006695"	345.248423170385	0.173852901587724	0.115000263495322	1.51176089778956	0.130594700171581	0.180671660740972	"COX10"	"17"	14069496	14208677	"+"	3172	"protein_coding"	"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]"
"ENSG00000006704"	1207.82836736929	0.788093866266354	0.0783038537356364	10.0645604101052	7.92405288459809e-24	6.85236816057656e-23	"GTF2IRD1"	"7"	74453790	74602604	"+"	6498	"protein_coding"	"GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]"
"ENSG00000006712"	1366.56927745286	-0.407590773849664	0.0851295075723116	-4.78789065593319	1.68543431250198e-06	4.87107297830744e-06	"PAF1"	"19"	39385852	39391195	"-"	2668	"protein_coding"	"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"
"ENSG00000006715"	797.356029284169	0.177146918063868	0.0892231300586961	1.98543716127568	0.0470958549271353	0.0728969345204799	"VPS41"	"7"	38722963	38932394	"-"	7801	"protein_coding"	"VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]"
"ENSG00000006744"	2534.36752270333	0.107352952342833	0.0579503840944445	1.85249768436175	0.0639543897725764	0.0961378085070662	"ELAC2"	"17"	12992391	13018187	"-"	6345	"protein_coding"	"elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]"
"ENSG00000006756"	309.765219871584	1.10061036983443	0.122710556421873	8.96915800830199	2.98789672132428e-19	2.00724031270099e-18	"ARSD"	"X"	2903970	2929351	"-"	7030	"protein_coding"	"arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]"
"ENSG00000006757"	329.116875327725	0.686049985897303	0.115547687507158	5.93737530104015	2.89621173489834e-09	1.07491728177747e-08	"PNPLA4"	"X"	7898247	7927739	"-"	3441	"protein_coding"	"patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]"
"ENSG00000006831"	1587.61747154146	-0.0759562642080253	0.0744010716615702	-1.020902824539	0.307300480802647	0.381035753741269	"ADIPOR2"	"12"	1688574	1788678	"+"	5878	"protein_coding"	"adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]"
"ENSG00000006837"	19.8878216378103	0.13206674003691	0.440808403880701	0.299601230090551	0.764481345778225	0.813782246294783	"CDKL3"	"5"	134286350	134371047	"-"	3057	"protein_coding"	"cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]"
"ENSG00000007047"	473.797549602517	-0.249001481986841	0.105292462014047	-2.36485572873795	0.0180370958384095	0.0303185849860956	"MARK4"	"19"	45079288	45305283	"+"	6668	"protein_coding"	"microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]"
"ENSG00000007080"	1475.60002735812	-0.122429304512919	0.0939075090932442	-1.30372220171824	0.192328316756024	0.253776380905281	"CCDC124"	"19"	17933016	17943991	"+"	1660	"protein_coding"	"coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]"
"ENSG00000007168"	2291.98199724021	-0.359309091835697	0.0641536054277375	-5.60076225552782	2.13411266760691e-08	7.33493951708325e-08	"PAFAH1B1"	"17"	2593210	2685615	"+"	8127	"protein_coding"	"platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]"
"ENSG00000007202"	4253.30873425902	-0.699582964815429	0.0538508455571472	-12.9911231212335	1.3739584844085e-38	1.99971403255822e-37	"KIAA0100"	"17"	28614440	28645454	"-"	9235	"protein_coding"	"KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]"
"ENSG00000007255"	43.0422743440765	0.91649334405428	0.333947244298179	2.74442553338141	0.00606169054003702	0.0110975898212459	"TRAPPC6A"	"19"	45162928	45178237	"-"	933	"protein_coding"	"trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]"
"ENSG00000007264"	13.686929764792	1.88114647426482	0.610412479130991	3.08176280560793	0.00205778738417052	0.00403119841055385	"MATK"	"19"	3777970	3802129	"-"	4141	"protein_coding"	"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"ENSG00000007341"	304.220592963781	0.23703993069158	0.12057039733966	1.96598780398652	0.0493000194301939	0.0759951401717538	"ST7L"	"1"	112523518	112620825	"-"	8111	"protein_coding"	"suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]"
"ENSG00000007376"	642.806595110385	-0.00620972660189467	0.0861990018064487	-0.072039425883817	0.942570532025035	0.95706587450816	"RPUSD1"	"16"	784974	788397	"-"	2769	"protein_coding"	"RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]"
"ENSG00000007384"	1048.42778017032	0.322201065012878	0.0814490167975981	3.95586193279106	7.6259196675864e-05	0.000182793936064427	"RHBDF1"	"16"	58059	76355	"-"	4914	"protein_coding"	"rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]"
"ENSG00000007392"	764.61233171012	-0.064632624545097	0.0847129767596334	-0.762960139253365	0.445487168406625	0.522201660985029	"LUC7L"	"16"	188969	229463	"-"	6176	"protein_coding"	"LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]"
"ENSG00000007402"	11.7080579209031	-1.68528409871647	0.632221193139872	-2.66565581319198	0.00768383155584263	0.0138335944593427	"CACNA2D2"	"3"	50362799	50504244	"-"	6322	"protein_coding"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
"ENSG00000007516"	158.452440071609	0.332297429789674	0.181794862256875	1.82787030207784	0.0675690190850096	0.10101863844546	"BAIAP3"	"16"	1333601	1349441	"+"	6146	"protein_coding"	"BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]"
"ENSG00000007520"	772.64256458429	0.186702202384857	0.103678658564128	1.8007775657068	0.0717379462479324	0.106588426219644	"TSR3"	"16"	1349240	1351911	"-"	1243	"protein_coding"	"TSR3, acp transferase ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]"
"ENSG00000007541"	501.110758799894	-0.19445828500426	0.103028307328675	-1.88742579632906	0.0591030781754028	0.0894834912558209	"PIGQ"	"16"	566995	584136	"+"	7904	"protein_coding"	"phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]"
"ENSG00000007545"	319.228742473676	0.170455689893261	0.119432406638104	1.42721472916279	0.153518010207953	0.208338100773345	"CRAMP1"	"16"	1612325	1677908	"+"	8373	"protein_coding"	"cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]"
"ENSG00000007866"	1310.04820493673	-0.131963355171979	0.0710095363186606	-1.85838919690707	0.0631137652945148	0.0950134225746958	"TEAD3"	"6"	35473597	35497076	"-"	3046	"protein_coding"	"TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"ENSG00000007923"	775.296112110884	-0.306112229018345	0.079710515652003	-3.84029919408322	0.000122884453294833	0.000286691546036818	"DNAJC11"	"1"	6634168	6701924	"-"	5083	"protein_coding"	"DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]"
"ENSG00000007944"	148.720850745793	-0.282407208773984	0.161571389761466	-1.74787881190421	0.0804850144862038	0.118068223787142	"MYLIP"	"6"	16129125	16148248	"+"	3033	"protein_coding"	"myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
"ENSG00000007952"	11.4731521404098	-0.626695039900703	0.583633806132969	-1.0737812534422	0.282920733937545	0.354752023057722	"NOX1"	"X"	100843324	100874345	"-"	2529	"protein_coding"	"NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]"
"ENSG00000007968"	170.339270291469	-3.67523981091859	0.221085185752556	-16.6236367145468	4.69934684140956e-62	1.2638942623819e-60	"E2F2"	"1"	23506430	23531220	"-"	5457	"protein_coding"	"E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]"
"ENSG00000008018"	2610.23918198991	-0.959026707451608	0.055938320709804	-17.1443599894039	6.92572048299675e-66	2.02557573974186e-64	"PSMB1"	"6"	170535117	170553341	"-"	2256	"protein_coding"	"proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]"
"ENSG00000008083"	1351.29434992888	0.482563526514684	0.0740529438433204	6.51646648289474	7.19828845532415e-11	3.02233814401492e-10	"JARID2"	"6"	15246296	15522040	"+"	6015	"protein_coding"	"jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
"ENSG00000008086"	19.6064595568222	0.517604881379624	0.448865668126707	1.15313983254677	0.248852994555223	0.317705764998967	"CDKL5"	"X"	18425583	18653629	"+"	17075	"protein_coding"	"cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]"
"ENSG00000008128"	31.7683019429427	-0.0856541665015102	0.346119341106268	-0.247470038015622	0.804544476686014	0.848095945548694	"CDK11A"	"1"	1702730	1724324	"-"	4701	"protein_coding"	"cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]"
"ENSG00000008130"	1456.29288137867	0.458545585150711	0.0717301078688628	6.39265154862202	1.63033506872521e-10	6.63696075609118e-10	"NADK"	"1"	1751232	1780457	"-"	5570	"protein_coding"	"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]"
"ENSG00000008226"	13.9354261607727	0.411672493341152	0.542207066608599	0.759253279224272	0.447701059980149	0.524556976902865	"DLEC1"	"3"	38039205	38124025	"+"	8338	"protein_coding"	"DLEC1, cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]"
"ENSG00000008256"	1973.21930632138	0.337491446294271	0.0612882433649806	5.50662619394161	3.6577579042735e-08	1.23320069251246e-07	"CYTH3"	"7"	6161776	6272644	"-"	5808	"protein_coding"	"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]"
"ENSG00000008277"	164.408114281104	-2.2203735695819	0.177409099568831	-12.5155562763027	6.13763746878744e-36	8.23921595286439e-35	"ADAM22"	"7"	87934143	88202889	"+"	12199	"protein_coding"	"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]"
"ENSG00000008282"	2887.49156187195	-0.238507556259277	0.0627033385077996	-3.80374573244786	0.000142524474600693	0.00033050897154915	"SYPL1"	"7"	106090503	106112576	"-"	2804	"protein_coding"	"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]"
"ENSG00000008283"	1860.54302022909	-0.216476071381908	0.0709016385951921	-3.0531885534813	0.00226423619725152	0.00440756796893806	"CYB561"	"17"	63432304	63446378	"-"	5320	"protein_coding"	"cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]"
"ENSG00000008294"	4178.98482030093	1.11072068980951	0.0620807270192251	17.8915541608516	1.37227015924175e-71	4.510898318328e-70	"SPAG9"	"17"	50962174	51120865	"-"	11963	"protein_coding"	"sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]"
"ENSG00000008300"	485.064930281107	0.0283283883866016	0.0992910635725104	0.285306525757113	0.775409313711561	0.823477625441023	"CELSR3"	"3"	48636469	48662915	"-"	13873	"protein_coding"	"cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"
"ENSG00000008311"	642.763514389691	-0.76386274196781	0.0885878361876195	-8.62265943994874	6.54167871383516e-18	4.11267614767634e-17	"AASS"	"7"	122075647	122144280	"-"	4591	"protein_coding"	"aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]"
"ENSG00000008324"	212.240676983372	-0.568199816036528	0.141387552278487	-4.01874002965525	5.85101843413885e-05	0.000142266583832451	"SS18L2"	"3"	42581840	42595114	"+"	1298	"protein_coding"	"SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]"
"ENSG00000008382"	82.34388366441	-0.0626684032178303	0.244280932464738	-0.256542344854839	0.797532087667244	0.842320035471157	"MPND"	"19"	4343527	4360086	"+"	2049	"protein_coding"	"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]"
"ENSG00000008394"	1467.21009022557	-0.271965873201388	0.0643671133875208	-4.22523022842462	2.38696618409615e-05	6.07965029406212e-05	"MGST1"	"12"	16347142	16609259	"+"	7440	"protein_coding"	"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000008405"	999.478790490799	0.177099562059262	0.0745277558338164	2.37629001541604	0.0174877118299351	0.0294602451589708	"CRY1"	"12"	106991364	107093829	"-"	5062	"protein_coding"	"cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]"
"ENSG00000008441"	1925.02008616861	0.362920866352744	0.0672880560236895	5.3935406638137	6.90826827454126e-08	2.26506392019486e-07	"NFIX"	"19"	12995608	13098796	"+"	6302	"protein_coding"	"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]"
"ENSG00000008513"	1194.09694584555	1.37249268666916	0.0731028317558498	18.7748224480967	1.21352955086615e-78	4.70250342834379e-77	"ST3GAL1"	"8"	133454848	133571940	"-"	8852	"protein_coding"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"ENSG00000008517"	2163.09334060405	1.91656408495498	0.070017939295337	27.3724720299304	5.83438230035685e-165	7.41786258749503e-163	"IL32"	"16"	3065297	3082192	"+"	3209	"protein_coding"	"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
"ENSG00000008710"	2119.14804525533	0.499919596750269	0.0702451450072415	7.11678503473419	1.10473580585964e-12	5.22826205709574e-12	"PKD1"	"16"	2088710	2135898	"-"	18532	"protein_coding"	"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]"
"ENSG00000008735"	39.1056207866947	1.43465081929823	0.355229755073066	4.03865610582972	5.37583115327793e-05	0.000131448676491683	"MAPK8IP2"	"22"	50600685	50613981	"+"	5901	"protein_coding"	"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"ENSG00000008838"	1320.95595975732	-1.07935496726684	0.0680735427374308	-15.8557190336056	1.28350125176635e-56	3.02379529206334e-55	"MED24"	"17"	40019097	40061215	"-"	6962	"protein_coding"	"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]"
"ENSG00000008853"	180.1791923702	-0.848186802701243	0.153323598145132	-5.53200429002696	3.16592159410034e-08	1.07515535990375e-07	"RHOBTB2"	"8"	22987417	23020199	"+"	6580	"protein_coding"	"Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]"
"ENSG00000008869"	848.121646634811	1.02908492169216	0.0798893471874352	12.8813785307036	5.73028107385661e-38	8.13985632873592e-37	"HEATR5B"	"2"	36968383	37084342	"-"	8206	"protein_coding"	"HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]"
"ENSG00000008952"	2628.72803500346	-0.267214711568008	0.064210102550187	-4.1615680547956	3.16069773684293e-05	7.95682768509107e-05	"SEC62"	"3"	169966635	169998373	"+"	7928	"protein_coding"	"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
"ENSG00000008988"	3691.56981038417	-0.0340053500443851	0.058428116321034	-0.582003189312869	0.560564532630327	0.633900967593552	"RPS20"	"8"	56067295	56074581	"-"	3002	"protein_coding"	"ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]"
"ENSG00000009307"	8725.90781004256	0.0219031193806217	0.0520257725251326	0.421005173350203	0.673751304191335	0.73515781712742	"CSDE1"	"1"	114716913	114758676	"-"	5778	"protein_coding"	"cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"ENSG00000009335"	4334.36002740082	-0.511924569590334	0.0536575724415324	-9.54058385977392	1.42030411916698e-21	1.09359151998323e-20	"UBE3C"	"7"	157138913	157269372	"+"	9220	"protein_coding"	"ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]"
"ENSG00000009413"	559.613166901138	-0.107870099355596	0.0909117036755929	-1.1865369913264	0.235410302100158	0.303084114780219	"REV3L"	"6"	111299028	111483715	"-"	12425	"protein_coding"	"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
"ENSG00000009724"	18.3713770813661	-0.357330622447049	0.494008911762305	-0.723328292140165	0.469478214880262	0.545997343341243	"MASP2"	"1"	11026523	11047233	"-"	4251	"protein_coding"	"mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009780"	191.734734854537	1.12187572560599	0.155087099402794	7.23384298195068	4.69514593464642e-13	2.26995993270272e-12	"FAM76A"	"1"	27725979	27763122	"+"	4034	"protein_coding"	"family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]"
"ENSG00000009830"	1121.15610323979	-0.275667993895131	0.0717251725354815	-3.84339255173993	0.00012134513957898	0.000283273691545223	"POMT2"	"14"	77274956	77320884	"-"	10008	"protein_coding"	"protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
